0.034906585	0.034899497
0.06981317	0.069756474
0.104719755	0.104528463
0.13962634	0.139173101
0.174532925	0.173648178
0.20943951	0.207911691
0.244346095	0.241921896
0.27925268	0.275637356
0.314159265	0.309016994
0.34906585	0.342020143
0.383972435	0.374606593
0.41887902	0.406736643
0.453785606	0.438371147
0.488692191	0.469471563
0.523598776	0.5
0.558505361	0.529919264
0.593411946	0.559192903
0.628318531	0.587785252
0.663225116	0.615661475
0.698131701	0.64278761
0.733038286	0.669130606
0.767944871	0.69465837
0.802851456	0.7193398
0.837758041	0.743144825
0.872664626	0.766044443
0.907571211	0.788010754
0.942477796	0.809016994
0.977384381	0.829037573
1.012290966	0.848048096
1.047197551	0.866025404
1.082104136	0.882947593
1.117010721	0.898794046
1.151917306	0.913545458
1.186823891	0.927183855
1.221730476	0.939692621
1.256637061	0.951056516
1.291543646	0.961261696
1.326450232	0.970295726
1.361356817	0.978147601
1.396263402	0.984807753
1.431169987	0.990268069
1.466076572	0.994521895
1.500983157	0.99756405
1.535889742	0.999390827
1.570796327	1
1.605702912	0.999390827
1.640609497	0.99756405
1.675516082	0.994521895
1.710422667	0.990268069
1.745329252	0.984807753
1.780235837	0.978147601
1.815142422	0.970295726
1.850049007	0.961261696
1.884955592	0.951056516
1.919862177	0.939692621
1.954768762	0.927183855
1.989675347	0.913545458
2.024581932	0.898794046
2.059488517	0.882947593
2.094395102	0.866025404
2.129301687	0.848048096
2.164208272	0.829037573
2.199114858	0.809016994
2.234021443	0.788010754
2.268928028	0.766044443
2.303834613	0.743144825
2.338741198	0.7193398
2.373647783	0.69465837
2.408554368	0.669130606
2.443460953	0.64278761
2.478367538	0.615661475
2.513274123	0.587785252
2.548180708	0.559192903
2.583087293	0.529919264
2.617993878	0.5
2.652900463	0.469471563
2.687807048	0.438371147
2.722713633	0.406736643
2.757620218	0.374606593
2.792526803	0.342020143
2.827433388	0.309016994
2.862339973	0.275637356
2.897246558	0.241921896
2.932153143	0.207911691
2.967059728	0.173648178
3.001966313	0.139173101
3.036872898	0.104528463
3.071779484	0.069756474
3.106686069	0.034899497
3.141592654	1.22515E-16
3.176499239	-0.034899497
3.211405824	-0.069756474
3.246312409	-0.104528463
3.281218994	-0.139173101
3.316125579	-0.173648178
3.351032164	-0.207911691
3.385938749	-0.241921896
3.420845334	-0.275637356
3.455751919	-0.309016994
3.490658504	-0.342020143
3.525565089	-0.374606593
3.560471674	-0.406736643
3.595378259	-0.438371147
3.630284844	-0.469471563
3.665191429	-0.5
3.700098014	-0.529919264
3.735004599	-0.559192903
3.769911184	-0.587785252
3.804817769	-0.615661475
3.839724354	-0.64278761
3.874630939	-0.669130606
3.909537524	-0.69465837
3.94444411	-0.7193398
3.979350695	-0.743144825
4.01425728	-0.766044443
4.049163865	-0.788010754
4.08407045	-0.809016994
4.118977035	-0.829037573
4.15388362	-0.848048096
4.188790205	-0.866025404
4.22369679	-0.882947593
4.258603375	-0.898794046
4.29350996	-0.913545458
4.328416545	-0.927183855
4.36332313	-0.939692621
4.398229715	-0.951056516
4.4331363	-0.961261696
4.468042885	-0.970295726
4.50294947	-0.978147601
4.537856055	-0.984807753
4.57276264	-0.990268069
4.607669225	-0.994521895
4.64257581	-0.99756405
4.677482395	-0.999390827
4.71238898	-1
4.747295565	-0.999390827
4.78220215	-0.99756405
4.817108736	-0.994521895
4.852015321	-0.990268069
4.886921906	-0.984807753
4.921828491	-0.978147601
4.956735076	-0.970295726
4.991641661	-0.961261696
5.026548246	-0.951056516
5.061454831	-0.939692621
5.096361416	-0.927183855
5.131268001	-0.913545458
5.166174586	-0.898794046
5.201081171	-0.882947593
5.235987756	-0.866025404
5.270894341	-0.848048096
5.305800926	-0.829037573
5.340707511	-0.809016994
5.375614096	-0.788010754
5.410520681	-0.766044443
5.445427266	-0.743144825
5.480333851	-0.7193398
5.515240436	-0.69465837
5.550147021	-0.669130606
5.585053606	-0.64278761
5.619960191	-0.615661475
5.654866776	-0.587785252
5.689773362	-0.559192903
5.724679947	-0.529919264
5.759586532	-0.5
5.794493117	-0.469471563
5.829399702	-0.438371147
5.864306287	-0.406736643
5.899212872	-0.374606593
5.934119457	-0.342020143
5.969026042	-0.309016994
6.003932627	-0.275637356
6.038839212	-0.241921896
6.073745797	-0.207911691
6.108652382	-0.173648178
6.143558967	-0.139173101
6.178465552	-0.104528463
6.213372137	-0.069756474
6.248278722	-0.034899497
6.283185307	-2.4503E-16
